"","ACL","ZIP","IP","VMP","NVM","TDM","TDC","TDCH","TEM","TEC","TECH","TNM","TNC","TNCH","TIM","TIC","TICH","CSC","Churn"
"1972",74,415,"No","Yes",32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9,4,2.43,1,"NO"
"1973",124,415,"No","No",0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,"NO"
"1975",113,408,"No","Yes",20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,"YES"
"1976",71,408,"No","No",0,141.2,132,24,149.1,90,12.67,171.4,72,7.71,7,2,1.89,2,"NO"
"1978",49,415,"Yes","No",0,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,"YES"
"1979",106,510,"Yes","No",0,204,84,34.68,168.5,61,14.32,164,102,7.38,13.3,3,3.59,3,"YES"
"1980",60,510,"No","No",0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2,1,"NO"
"1981",43,408,"No","No",0,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,3.43,4,"NO"
"1982",66,510,"No","No",0,118,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,"NO"
"1984",114,510,"No","Yes",4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,"NO"
"1985",112,415,"No","No",0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,"YES"
"1987",70,415,"No","No",0,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,0,"NO"
"1988",59,408,"No","No",0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,"NO"
"1989",59,408,"No","No",0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,"NO"
"1991",99,415,"No","No",0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,"NO"
"1992",150,510,"No","No",0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,"NO"
"1993",81,510,"No","No",0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,"NO"
"1996",118,510,"No","Yes",35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,"NO"
"1997",89,415,"No","No",0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,"NO"
"1998",93,415,"No","No",0,266,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,"NO"
"2001",28,415,"No","No",0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,"NO"
"2002",73,408,"No","No",0,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,"YES"
"2004",33,415,"Yes","No",0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13,6,3.51,1,"NO"
"2008",102,510,"No","No",0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,"NO"
"2009",86,415,"No","Yes",33,253.1,112,43.03,210.1,94,17.86,95,98,4.27,11.9,4,3.21,3,"NO"
"2010",82,415,"No","No",0,130,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,"NO"
"2011",89,408,"No","No",0,105.9,151,18,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,"NO"
"2013",134,408,"No","No",0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,"NO"
"2014",92,415,"No","No",0,196.5,82,33.41,190,89,16.15,163.2,99,7.34,10.8,2,2.92,2,"NO"
"2015",87,510,"No","No",0,184.5,81,31.37,172,103,14.62,183.4,96,8.25,13.7,3,3.7,3,"NO"
"2017",80,510,"No","No",0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,"NO"
"2018",165,415,"No","Yes",39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3,"NO"
"2019",153,415,"No","Yes",22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,"NO"
"2020",41,415,"No","Yes",30,191.7,109,32.59,193,86,16.41,149.4,93,6.72,11.1,4,3,1,"NO"
"2021",108,415,"No","No",0,240.2,78,40.83,230.3,109,19.58,217,83,9.76,5.2,1,1.4,2,"NO"
"2022",104,415,"No","Yes",26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3,1,"NO"
"2023",115,408,"No","No",0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,"NO"
"2024",87,415,"No","No",0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,"NO"
"2025",159,415,"No","Yes",23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,"NO"
"2026",119,510,"No","No",0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,"NO"
"2028",87,408,"Yes","Yes",36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,"NO"
"2029",93,510,"No","No",0,328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,1,"YES"
"2030",154,415,"Yes","No",0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,"YES"
"2031",57,415,"No","Yes",37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,"NO"
"2032",130,510,"No","No",0,139.1,72,23.65,246,112,20.91,207.2,121,9.32,11.4,9,3.08,5,"NO"
"2035",60,415,"No","No",0,145,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1,"NO"
"2036",81,510,"No","No",0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,"NO"
"2037",132,415,"No","No",0,240.1,115,40.82,180.4,91,15.33,133.4,122,6,8,6,2.16,3,"NO"
"2038",86,408,"No","No",0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,"NO"
"2039",136,408,"No","No",0,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,1,"YES"
"2040",121,415,"No","Yes",21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,"NO"
"2041",105,510,"No","Yes",15,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,2,"NO"
"2042",105,415,"No","Yes",34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,"NO"
"2043",51,415,"No","Yes",26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,1,"NO"
"2044",64,408,"No","No",0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,"NO"
"2045",80,510,"Yes","Yes",30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10,10,2.7,0,"NO"
"2046",56,415,"No","No",0,222.7,133,37.86,277,89,23.55,101.8,94,4.58,13.6,4,3.67,4,"NO"
"2047",120,415,"No","No",0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3,1,"NO"
"2048",103,510,"No","No",0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3,"NO"
"2049",164,510,"No","Yes",27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,"NO"
"2050",116,415,"No","Yes",27,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7,2,1.89,2,"NO"
"2051",121,408,"No","No",0,213.2,79,36.24,120.7,116,10.26,244.4,102,11,7.5,4,2.03,1,"NO"
"2052",55,415,"Yes","No",0,269.6,121,45.83,171.7,91,14.59,219,98,9.86,8.2,6,2.21,1,"NO"
"2053",183,415,"No","No",0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,"NO"
"2054",104,408,"No","No",0,263.4,101,44.78,235.5,117,20.02,102,146,4.59,13,4,3.51,0,"NO"
"2055",90,408,"No","No",0,140.2,97,23.83,213.9,102,18.18,120,126,5.4,7.1,2,1.92,1,"NO"
"2056",82,415,"No","No",0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,"NO"
"2057",101,415,"No","No",0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,"NO"
"2058",9,415,"No","Yes",16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,"NO"
"2059",97,415,"No","No",0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,"NO"
"2060",94,408,"No","No",0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,"YES"
"2062",125,510,"No","Yes",34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,"NO"
"2063",140,415,"No","No",0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,"NO"
"2064",90,415,"No","No",0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,"NO"
"2065",67,415,"No","No",0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,"NO"
"2066",113,415,"No","No",0,186,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,"NO"
"2067",121,510,"No","Yes",26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,"NO"
"2068",93,408,"No","No",0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,"NO"
"2069",121,408,"No","No",0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,"NO"
"2070",53,408,"No","No",0,261.2,119,44.4,250.8,105,21.32,176,112,7.92,9.8,2,2.65,0,"YES"
"2071",75,415,"No","No",0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,"NO"
"2072",132,510,"No","No",0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,"NO"
"2073",162,408,"No","No",0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,"NO"
"2075",91,408,"No","No",0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,"NO"
"2076",73,510,"No","Yes",28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,"NO"
"2077",95,408,"Yes","No",0,228.9,134,38.91,255.7,71,21.73,208,120,9.36,10.1,2,2.73,4,"YES"
"2078",145,408,"No","No",0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0,"NO"
"2079",100,415,"No","No",0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,"NO"
"2080",122,415,"No","No",0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,"NO"
"2081",109,415,"No","No",0,200.1,72,34.02,300.9,120,25.58,236,68,10.62,11.9,5,3.21,0,"NO"
"2082",82,408,"No","No",0,154,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,"NO"
"2083",65,415,"No","Yes",23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,"NO"
"2084",52,510,"No","No",0,148.3,83,25.21,181.6,79,15.44,155.6,104,7,8.3,6,2.24,3,"NO"
"2086",75,415,"No","No",0,138.5,110,23.55,153.2,86,13.02,215.6,103,9.7,11.1,7,3,1,"NO"
"2087",146,408,"No","No",0,109,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,"NO"
"2088",105,408,"No","No",0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,11.1,8,3,4,"NO"
"2090",45,415,"No","No",0,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3,1,"NO"
"2091",106,415,"No","Yes",37,223.5,104,38,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,"NO"
"2092",33,510,"No","No",0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,"NO"
"2094",106,408,"No","No",0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0,"NO"
"2096",98,408,"No","No",0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,"NO"
"2097",94,510,"No","Yes",28,233.2,88,39.64,113.3,102,9.63,118,71,5.31,16.1,4,4.35,0,"NO"
"2099",85,415,"No","No",0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,"NO"
"2100",71,510,"No","No",0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3,"YES"
"2101",112,408,"No","Yes",30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,"NO"
"2102",110,415,"No","No",0,148.4,95,25.23,193.8,98,16.47,206,106,9.27,6.9,6,1.86,0,"NO"
"2103",111,415,"No","No",0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,"NO"
"2105",105,510,"No","No",0,119.3,82,20.28,185.1,111,15.73,157,74,7.07,10.9,4,2.94,2,"NO"
"2107",128,408,"Yes","Yes",18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,"YES"
"2108",123,408,"No","No",0,236.2,135,40.15,273.9,88,23.28,227,77,10.22,10.1,6,2.73,2,"YES"
"2109",122,510,"No","No",0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,"NO"
"2110",114,408,"No","Yes",19,154.6,100,26.28,241.6,109,20.54,160,112,7.2,12.6,1,3.4,3,"NO"
"2112",126,415,"No","No",0,103.7,93,17.63,127,107,10.8,329.3,66,14.82,14.4,1,3.89,0,"NO"
"2113",150,415,"No","No",0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,"YES"
"2114",60,408,"No","No",0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,"YES"
"2115",123,408,"No","No",0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,"NO"
"2116",138,510,"Yes","No",0,196.2,129,33.35,176.5,86,15,232.4,108,10.46,15.2,1,4.1,0,"YES"
"2117",29,510,"No","No",0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,"NO"
"2118",111,415,"No","No",0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,"NO"
"2119",37,510,"Yes","No",0,172.9,119,29.39,183,86,15.56,226.4,100,10.19,9.8,1,2.65,0,"YES"
"2120",111,408,"No","No",0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,"YES"
"2121",81,510,"No","No",0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,"NO"
"2124",125,408,"No","No",0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1,"NO"
"2125",43,415,"No","No",0,27,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,"NO"
"2126",127,415,"No","Yes",27,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1,"NO"
"2127",94,510,"No","No",0,245,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,"NO"
"2129",73,408,"No","Yes",26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,"NO"
"2130",146,408,"No","Yes",23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2,2,"NO"
"2132",52,408,"No","Yes",31,142.1,77,24.16,193,97,16.41,253.4,88,11.4,11,4,2.97,1,"NO"
"2134",129,510,"No","Yes",31,193,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,"NO"
"2136",100,415,"No","No",0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,"NO"
"2137",43,415,"No","No",0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1,"NO"
"2138",130,415,"No","No",0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,"NO"
"2140",92,510,"Yes","No",0,252.3,120,42.89,207,112,17.6,284.6,95,12.81,12,5,3.24,3,"YES"
"2141",48,415,"No","No",0,197.7,64,33.61,136.7,126,11.62,244.4,81,11,13.2,5,3.56,4,"NO"
"2142",98,510,"No","Yes",29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,"NO"
"2143",100,415,"No","No",0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,"YES"
"2144",79,415,"No","No",0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,"NO"
"2145",164,415,"No","No",0,123.3,78,20.96,170,85,14.45,165.9,78,7.47,12.7,2,3.43,1,"NO"
"2146",105,415,"No","No",0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,"NO"
"2147",89,408,"Yes","No",0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,"NO"
"2149",96,408,"No","No",0,144,102,24.48,224.7,73,19.1,227.7,91,10.25,10,7,2.7,1,"NO"
"2151",212,415,"No","No",0,226,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,"YES"
"2152",72,415,"No","No",0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,"NO"
"2153",155,415,"Yes","Yes",26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3,1,"NO"
"2154",89,415,"No","No",0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,"NO"
"2155",126,408,"Yes","No",0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,"NO"
"2156",172,408,"No","No",0,270,102,45.9,256.6,111,21.81,168.5,104,7.58,12,5,3.24,2,"YES"
"2157",75,415,"No","No",0,224.7,116,38.2,192,79,16.32,212.2,98,9.55,11.3,11,3.05,3,"NO"
"2158",143,510,"No","No",0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,"NO"
"2159",166,510,"Yes","No",0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,"YES"
"2161",94,408,"Yes","No",0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,"YES"
"2162",99,415,"No","No",0,182.6,83,31.04,154.5,111,13.13,196,57,8.82,12.1,5,3.27,0,"NO"
"2163",136,415,"No","Yes",35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,"NO"
"2164",119,415,"No","No",0,231.5,82,39.36,266.9,97,22.69,211,118,9.49,7.4,10,2,1,"NO"
"2166",160,415,"No","No",0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13,3,3.51,2,"NO"
"2167",166,510,"No","No",0,197.9,89,33.64,251,113,21.34,138.3,85,6.22,11.2,2,3.02,2,"NO"
"2168",120,510,"No","No",0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,"NO"
"2170",156,415,"No","No",0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,"NO"
"2171",70,415,"No","No",0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,"NO"
"2172",41,510,"No","No",0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,"NO"
"2173",132,408,"No","No",0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,"NO"
"2174",47,510,"Yes","No",0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0,"YES"
"2175",160,510,"No","No",0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,"NO"
"2177",93,415,"No","No",0,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,"NO"
"2178",109,415,"No","No",0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,"NO"
"2179",80,510,"No","No",0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,"NO"
"2180",54,415,"No","Yes",24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,"NO"
"2182",157,510,"No","Yes",29,219.2,102,37.26,206,109,17.51,192.4,117,8.66,15,5,4.05,1,"NO"
"2183",170,510,"No","Yes",37,178.1,130,30.28,242.8,103,20.64,243,93,10.93,13,4,3.51,0,"NO"
"2184",138,510,"No","No",0,146.5,101,24.91,284.5,142,24.18,176,98,7.92,14,6,3.78,3,"NO"
"2185",92,415,"No","Yes",31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,"NO"
"2186",126,415,"No","No",0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13,3,3.51,1,"NO"
"2187",41,415,"No","No",0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,"YES"
"2188",167,415,"No","No",0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,"YES"
"2189",91,510,"No","No",0,123.8,107,21.05,319,125,27.12,237.6,78,10.69,7.3,4,1.97,2,"NO"
"2190",127,510,"No","No",0,96,117,16.32,177,68,15.05,162.2,127,7.3,9.7,4,2.62,3,"NO"
"2191",88,408,"No","Yes",27,93.4,106,15.88,252,92,21.42,189,104,8.5,10.9,1,2.94,1,"NO"
"2192",113,415,"No","No",0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,"NO"
"2193",78,510,"No","No",0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,"NO"
"2194",123,408,"No","No",0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,"NO"
"2196",68,415,"No","Yes",34,160,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,"NO"
"2197",132,415,"No","Yes",10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,"NO"
"2198",133,415,"No","No",0,216.2,67,36.75,222.2,133,18.89,192,95,8.64,3.1,1,0.84,2,"NO"
"2199",127,415,"No","No",0,261.7,105,44.49,181.8,107,15.45,100.9,131,4.54,3.3,5,0.89,0,"NO"
"2200",110,415,"No","No",0,241.2,105,41,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,"NO"
"2202",116,510,"No","No",0,89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14,3,3.78,2,"NO"
"2204",97,510,"Yes","No",0,145,103,24.65,294.3,93,25.02,239.8,120,10.79,11,2,2.97,4,"YES"
"2205",43,510,"No","No",0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,"NO"
"2207",67,408,"No","No",0,176.2,120,29.95,236,138,20.06,152.5,104,6.86,10.6,4,2.86,1,"NO"
"2208",166,408,"No","No",0,152.1,95,25.86,121,105,10.29,198,126,8.91,9.8,5,2.65,0,"NO"
"2209",129,408,"No","No",0,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,"NO"
"2210",103,510,"Yes","No",0,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,"NO"
"2211",71,415,"No","No",0,278.9,110,47.41,190.2,67,16.17,255.2,84,11.48,11.7,7,3.16,0,"YES"
"2212",112,415,"No","Yes",27,213,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3,4,"NO"
"2213",8,415,"No","Yes",36,242.9,67,41.29,170.9,59,14.53,177.3,130,7.98,4.8,12,1.3,1,"NO"
"2214",98,415,"No","No",0,217.2,121,36.92,303.4,73,25.79,197.1,71,8.87,12.4,2,3.35,0,"YES"
"2215",90,415,"No","No",0,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13,7,3.51,1,"NO"
"2216",13,415,"No","No",0,303.2,133,51.54,170.5,86,14.49,227.6,80,10.24,11.5,3,3.11,0,"YES"
"2218",137,415,"No","Yes",22,189.6,42,32.23,179,137,15.22,179.6,126,8.08,11.4,5,3.08,2,"NO"
"2219",116,408,"No","No",0,133.3,94,22.66,247.8,126,21.06,219,78,9.86,11.3,5,3.05,5,"YES"
"2220",94,415,"No","Yes",28,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3,"NO"
"2221",87,415,"No","No",0,177.2,72,30.12,248.9,105,21.16,200.8,87,9.04,8.6,7,2.32,3,"NO"
"2222",120,415,"No","No",0,184.5,103,31.37,209,86,17.77,169.7,70,7.64,10.2,6,2.75,2,"NO"
"2224",134,415,"No","No",0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11,4,2.97,6,"NO"
"2227",120,415,"No","No",0,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1,"NO"
"2228",41,408,"No","No",0,237.8,92,40.43,223.5,155,19,217.4,90,9.78,10.2,6,2.75,2,"NO"
"2229",80,510,"No","No",0,203.7,92,34.63,216.4,97,18.39,154.2,66,6.94,7.6,5,2.05,2,"NO"
"2231",109,510,"Yes","No",0,209.1,141,35.55,205,93,17.43,119.4,111,5.37,7.8,3,2.11,2,"NO"
"2232",66,510,"No","Yes",33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3,"NO"
"2233",104,510,"No","No",0,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0,"NO"
"2234",89,510,"No","No",0,137.9,96,23.44,192.6,63,16.37,255.7,125,11.51,11,5,2.97,1,"NO"
"2238",88,415,"No","No",0,166.7,61,28.34,179.3,88,15.24,242.7,131,10.92,6.8,7,1.84,4,"YES"
"2239",61,408,"No","No",0,267.1,104,45.41,180.4,131,15.33,230.6,106,10.38,17.3,4,4.67,1,"YES"
"2240",22,415,"No","No",0,181.8,108,30.91,198.6,148,16.88,206.6,96,9.3,9.3,3,2.51,2,"NO"
"2241",78,415,"No","No",0,147.1,80,25.01,199.7,100,16.97,160.7,106,7.23,13.7,7,3.7,0,"NO"
"2242",56,415,"No","Yes",29,37.7,115,6.41,144.1,111,12.25,226.6,101,10.2,4.9,3,1.32,1,"NO"
"2243",192,415,"No","No",0,185,88,31.45,224.9,98,19.12,212.4,105,9.56,11.4,3,3.08,2,"NO"
"2244",70,415,"No","No",0,156.4,108,26.59,171,116,14.54,196.1,96,8.82,8.6,4,2.32,2,"NO"
"2245",148,510,"No","No",0,239.3,84,40.68,195.7,85,16.63,232.6,104,10.47,10.9,3,2.94,1,"NO"
"2246",65,415,"No","Yes",29,215.5,129,36.64,161.9,77,13.76,128.3,91,5.77,8.8,5,2.38,2,"NO"
"2247",119,510,"No","No",0,134.9,70,22.93,211.5,74,17.98,188.5,105,8.48,11.3,6,3.05,1,"NO"
"2248",80,415,"No","No",0,194.8,116,33.12,209.9,93,17.84,194.1,100,8.73,12.8,3,3.46,0,"NO"
"2249",152,408,"No","Yes",20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,13.3,3,3.59,5,"NO"
"2250",113,510,"No","No",0,92.6,85,15.74,177.6,92,15.1,159.8,72,7.19,14.4,4,3.89,3,"NO"
